Account,classification,total_trades,win_rate,total_pnl,avg_pnl,total_usd,pnl_std,ROI
0x430f09841d65beb3f27765503d0f850b8bce7713,Neutral,134,0.5074626865671642,58961.37973,440.0102964925373,625897.45,1021.6153985303051,0.09420293968285061
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,Extreme Fear,391,0.26342710997442453,-14527.442518,-37.15458444501279,224065.46,215.53935155158703,-0.064835707020618
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,Extreme Greed,3150,0.34285714285714286,67275.949439,21.35744426634921,1707644.17,97.94390792116792,0.03939693679802157
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,Fear,924,0.37662337662337664,9999.484228,10.821952627705627,498888.4,65.734376347233,0.020043529230184542
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,Greed,3398,0.3507945850500294,36566.483324,10.761178141259565,1667155.83,56.17162650169146,0.021933452569937627
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,Neutral,656,0.43902439024390244,4029.241688,6.142136719512195,311075.04,56.89628571045239,0.012952635762740722
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Extreme Fear,986,0.3093306288032454,166696.399486,169.06328548275863,10441684.57,850.4207674054752,0.01596451208313028
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Extreme Greed,167,0.3592814371257485,20496.054182,122.73086336526946,878585.38,854.060460745952,0.023328471709829726
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Fear,1396,0.40902578796561606,296781.722858,212.59435734813755,18227807.74,1129.199071930971,0.016281811125686146
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Greed,1135,0.5955947136563877,96392.783186,84.9275622784141,6357516.12,494.14310946267545,0.015162019469012373
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Neutral,672,0.7529761904761905,97380.090931,144.91084959970237,3667355.44,653.4465054049083,0.02655321866783657
0x4f93fead39b70a1824f981a54d4e55b278e9f760,Extreme Fear,371,0.42857142857142855,74346.546606,200.39500432884097,9319233.83,682.3495332444907,0.007977753103121784
0x4f93fead39b70a1824f981a54d4e55b278e9f760,Extreme Greed,2446,0.3336058871627146,129217.68646,52.82816290269828,45776822.49,201.15121046750815,0.002822775357294136
0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,1156,0.3555363321799308,-19126.158064,-16.54511943252595,17929601.08,1233.3107891715895,-0.0010667363974614433
0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,2334,0.34361610968294776,79023.471493,33.857528488860325,34783947.19,501.6590464774353,0.002271837381230799
0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,1277,0.4267815191855912,45514.323221,35.64160001644479,21862924.69,708.9018994584574,0.002081803961105809
0x513b8629fe877bb581bf244e326a047b249c4ff1,Extreme Fear,346,0.30346820809248554,-71121.820704,-205.5543950982659,3336829.2199999997,2213.7928807094254,-0.021314192610672477
0x513b8629fe877bb581bf244e326a047b249c4ff1,Extreme Greed,223,0.0,0.0,0.0,727332.09,0.0,0.0
0x513b8629fe877bb581bf244e326a047b249c4ff1,Fear,5981,0.3705066042467815,367166.216924,61.388767250292595,225087033.36,527.792830155015,0.0016312188731758758
0x513b8629fe877bb581bf244e326a047b249c4ff1,Greed,3169,0.376459450930893,163047.664946,51.450825164405174,121999299.14,373.7872460600485,0.0013364639477059213
0x513b8629fe877bb581bf244e326a047b249c4ff1,Neutral,2517,0.5542312276519666,381330.49405,151.50198412793006,69726062.55,678.2033567927247,0.005468980752735764
0x6d6a4b953f202f8df5bed40692e7fd865318264a,Extreme Fear,143,0.3076923076923077,2037.258612,14.24656372027972,146503.36,34.32856409305836,0.013905883196126016
0x6d6a4b953f202f8df5bed40692e7fd865318264a,Extreme Greed,171,0.8947368421052632,73192.077142,428.02384293567246,106012.87,1035.4910607483223,0.6904074679046044
0x6d6a4b953f202f8df5bed40692e7fd865318264a,Fear,359,0.2200557103064067,2040.359057,5.683451412256267,305149.83,20.245358885604446,0.006686417151207326
0x6d6a4b953f202f8df5bed40692e7fd865318264a,Greed,241,0.5062240663900415,30203.401038,125.32531551037344,132946.9,187.8663583367389,0.2271839436496827
0x6d6a4b953f202f8df5bed40692e7fd865318264a,Neutral,61,0.3770491803278688,1258.120923,20.624933163934426,37444.55,44.44328454629844,0.033599573849866
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,Extreme Fear,509,0.6129666011787819,33980.0,66.75834970530452,3177278.19,235.49710193233503,0.010694688336371327
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,Extreme Greed,98,0.0,0.0,0.0,1811199.98,0.0,0.0
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,Fear,311,0.1607717041800643,-58219.752261,-187.20177575884244,1330382.25,2083.7393131616627,-0.043761672452409826
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,Greed,593,0.31703204047217537,453595.31817600003,764.9162195210793,5049640.49,3792.423374142805,0.08982724989517026
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,Neutral,79,0.0,0.0,0.0,106000.01,0.0,0.0
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,Extreme Fear,221,0.42081447963800905,198900.56161,900.0025412217195,577683.5599999999,3166.469922656982,0.3443071179141744
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,Extreme Greed,227,0.004405286343612335,573.585288,2.526807436123348,588648.11,38.07019268363836,0.0009744111605148958
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,Fear,431,0.6450116009280742,144514.3446,335.30010348027844,631747.95,1227.9365222913839,0.22875316746180185
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,Greed,488,0.12295081967213115,21077.717,43.192043032786884,1023144.63,591.0322278211563,0.02060091641198371
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,Neutral,57,0.0,-4526.698469,-79.41576261403509,141251.22,511.10353776562124,-0.03204714599279213
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Extreme Fear,316,0.9145569620253164,25672.838055,81.24315840189874,1079447.85,385.3989675238122,0.02378330556219089
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Extreme Greed,3831,0.8546071521795876,210726.855269,55.00570484703732,12164067.59,177.62475052362893,0.017323716241287344
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Fear,1664,0.7794471153846154,49364.275663,29.66603104747596,3316716.23,110.32765422802419,0.014883478790405896
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,2618,0.807868601986249,95937.394195,36.64529953972498,6523818.28,126.39807413941442,0.014705712219041147
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Neutral,1464,0.7151639344262295,-2605.9564710000004,-1.7800249118852463,2645447.29,203.5329489712686,-0.0009850721580621628
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,Extreme Fear,825,0.47393939393939394,3222.822132,3.9064510690909087,2847955.2800000003,30.94185960667727,0.0011316266637445233
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,Extreme Greed,3,0.3333333333333333,1260.832586,420.2775286666667,18780.48,727.942032930152,0.06713526949257953
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,Fear,544,0.46875,4036.552319,7.420132939338235,2004454.72,44.330501806556065,0.0020137907225961185
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,Greed,83,0.5301204819277109,6775.291988000001,81.63002395180725,329588.6,208.78090106404792,0.02055681533888005
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,Neutral,104,0.1346153846153846,-395.0559780000001,-3.798615173076924,643705.37,84.09084960515493,-0.0006137217373221542
0x8170715b3b381dffb7062c0298972d4727a0a63b,Extreme Fear,159,0.27672955974842767,12713.493131000001,79.9590762955975,816051.26,430.8276769319521,0.015579282520806353
0x8170715b3b381dffb7062c0298972d4727a0a63b,Extreme Greed,98,0.05102040816326531,-19135.913281,-195.26442123469388,206332.51,1017.1033066553234,-0.09274308387466425
0x8170715b3b381dffb7062c0298972d4727a0a63b,Fear,1745,0.2968481375358166,151292.732859,86.7007065094556,4170375.08,434.3808068021163,0.036277967798282545
0x8170715b3b381dffb7062c0298972d4727a0a63b,Greed,1653,0.5468844525105868,-360101.898234,-217.8474883448276,2908242.68,2675.6287432128524,-0.12382113112857555
0x8170715b3b381dffb7062c0298972d4727a0a63b,Neutral,946,0.30655391120507397,47610.460743999996,50.32818260465116,2042756.6,343.9695481563277,0.02330696703855956
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,Extreme Fear,49,0.20408163265306123,-4825.496358,-98.47951751020409,289506.08,281.7941514589332,-0.016668031144630883
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,Extreme Greed,80,0.025,11.717676000000012,0.14647095000000016,135211.26,17.303367116840697,8.666198362473666e-05
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,Fear,55,0.34545454545454546,258.41533,4.698460545454545,100479.48,13.336714656872417,0.0025718219282185777
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,Greed,297,0.48148148148148145,57108.9113,192.28589663299664,7343356.08,787.5590830427343,0.007776949759462025
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,Neutral,1430,0.3195804195804196,12960.109958,9.063013956643356,4130620.47,64.33780671705922,0.0031375697796800967
0x8477e447846c758f5a675856001ea72298fd9cb5,Extreme Fear,539,0.2504638218923933,1774.309786,3.2918548905380334,738773.05,16.227094473602257,0.0024016980397430577
0x8477e447846c758f5a675856001ea72298fd9cb5,Extreme Greed,3986,0.3361766181635725,56071.411052999996,14.067087569744103,3752401.08,89.9842128697818,0.014942808579780068
0x8477e447846c758f5a675856001ea72298fd9cb5,Fear,1474,0.32700135685210313,9299.484548,6.309012583446404,1182485.92,23.987169685193265,0.007864351186524066
0x8477e447846c758f5a675856001ea72298fd9cb5,Greed,6804,0.19914756025867136,-24036.539128,-3.5327071028806585,4577661.86,70.71252973121618,-0.005250833255735494
0x8477e447846c758f5a675856001ea72298fd9cb5,Neutral,2195,0.28109339407744877,808.3427170000001,0.368265474715262,2053464.93,33.88452712942372,0.00039364817250616503
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Extreme Fear,68,0.4852941176470588,3425.96095,50.38177867647059,653351.5,111.07920979145055,0.005243671974427242
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Extreme Greed,1549,0.27953518398967075,63520.274683,41.00727868495804,3665028.12,188.174272744788,0.017331456295347606
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Fear,191,0.0,-621.54506,-3.254162617801047,1513049.15,17.022767320871356,-0.0004107897354160637
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Greed,1199,0.3377814845704754,60254.251561,50.253754429524605,4734259.0,277.0220171938484,0.01272728246616841
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Neutral,45,0.0,0.0,0.0,426667.97,0.0,0.0
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Extreme Fear,270,0.22592592592592592,1011.258943,3.745403492592593,162539.17,18.76415700798254,0.006221632256397027
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Extreme Greed,3497,0.4235058621675722,47791.247782,13.666356243065485,5836132.71,50.55281340436319,0.008188855558426807
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Fear,2324,0.31841652323580033,12934.469345,5.565606430722891,2722493.0,54.738306805972364,0.0047509651429774105
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Greed,4115,0.33754556500607535,35098.877549,8.529496366707168,4833683.86,31.676123495297656,0.007261310124034466
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Neutral,5399,0.31950361177995923,9467.021637,1.7534768729394332,6313359.24,98.35081151113917,0.0014995220891311104
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Extreme Fear,5,0.0,-961.048507,-192.2097014,1460.13,407.1947060556327,-0.6581937957579119
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Extreme Greed,256,0.51953125,46411.26711,181.2940121484375,417993.96,443.3271902330218,0.11103334390286404
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Fear,44,0.06818181818181818,-16719.913714000002,-379.9980389545455,313640.08999999997,1644.4477076818687,-0.05330923643721695
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Greed,108,0.9537037037037037,44169.810737,408.9797290462963,128086.16,1397.503177186197,0.34484452291332646
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Neutral,4,0.0,-53.631353999999995,-13.407838499999999,629.06,20.52000798640014,-0.08525634120751598
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,Extreme Fear,80,0.075,622.41079,7.780134875,316665.65,35.21507697634498,0.001965514068229377
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,Extreme Greed,190,0.5526315789473685,20925.513222,110.13428011578948,643594.44,306.4946905656611,0.03251350838580893
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,Fear,123,0.34959349593495936,8129.3406589999995,66.09220047967479,293743.3,248.90276361883096,0.02767498240470506
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,Greed,170,0.4470588235294118,38168.35486,224.51973447058822,423422.33,761.6887509908347,0.09014251766079506
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Extreme Fear,17,0.0,0.0,0.0,38053.979999999996,0.0,0.0
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Extreme Greed,5,0.2,15.24474,3.048948,8647.35,6.81765498786203,0.0017629377786258218
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Fear,455,0.3274725274725275,14542.702934,31.96198447032967,3438057.09,264.00251158420735,0.0042299189784541944
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Greed,5,0.4,43.2005,8.6401,9082.85,17.465687291085914,0.004756271434626797
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Neutral,52,0.38461538461538464,7157.683579,137.64776113461537,954481.99,486.74653460511064,0.007499024239315401
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Extreme Fear,739,0.3112313937753721,9544.906134,12.915975824086605,1240856.41,53.89742047608673,0.007692192309342224
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Extreme Greed,1643,0.5100426049908704,1105304.859175,672.7357633444918,5161529.02,3090.80026175506,0.21414291286402576
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,3005,0.3271214642262895,93165.161357,31.003381483194676,4792042.53,305.9602284924372,0.019441639086830057
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,5889,0.27322125997622687,534058.23633,90.68742338767193,36284991.08,1108.9806448401557,0.01471843372243155
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Neutral,3457,0.3780734741105004,401309.434693,116.08603838385883,9064146.19,1085.5653741137178,0.04427437800327446
0xb899e522b5715391ae1d4f137653e7906c5e2115,Extreme Fear,1577,0.33608116677235256,-33221.806818,-21.06645961826252,32610576.83,277.65151220297685,-0.001018743305007647
0xb899e522b5715391ae1d4f137653e7906c5e2115,Fear,2947,0.5110281642348151,51692.358711,17.540671432304038,68691467.31,371.27308599963334,0.0007525295460310352
0xb899e522b5715391ae1d4f137653e7906c5e2115,Neutral,314,0.27388535031847133,4017.948928,12.796015694267515,7574996.96,117.01794683456266,0.0005304225135953057
0xbaaaf6571ab7d571043ff1e313a9609a10637864,Extreme Fear,4480,0.3794642857142857,261917.977792,58.46383432857143,19924907.69,1050.5948329123917,0.013145254265014865
0xbaaaf6571ab7d571043ff1e313a9609a10637864,Fear,12437,0.4982712872879312,620872.375844,49.92139389273941,40734967.95,383.6553396878018,0.015241754371970728
0xbaaaf6571ab7d571043ff1e313a9609a10637864,Greed,5,0.2,4.672458,0.9344916,356.17,2.123643490605897,0.01311861751410843
0xbaaaf6571ab7d571043ff1e313a9609a10637864,Neutral,4270,0.47096018735363,57368.780126,13.435311504918033,7376108.43,109.81365037238307,0.007777648697878483
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Extreme Fear,387,0.25064599483204136,37712.523408999994,97.44838090180878,3876163.91,2391.2641247560987,0.009729341762794544
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Extreme Greed,310,0.08387096774193549,6053.160569999998,19.526324419354832,893183.5,843.3238368390284,0.006777062686446848
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Fear,1181,0.4987298899237934,236797.727737,200.50612001439458,10712789.22,1430.9682777890046,0.022104208612161978
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Greed,350,0.24285714285714285,30258.203855,86.45201101428572,839231.03,491.1554529195303,0.036054677166786835
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Neutral,413,0.16464891041162227,-90302.553718,-218.6502511331719,4416024.05,1707.7732317974471,-0.020448836486295856
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Extreme Fear,5079,0.41327032880488285,30774.092128,6.059084884426068,7342854.15,65.45413991969188,0.004191025927976521
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Extreme Greed,6723,0.5963111706083594,478811.468185,71.21991197159007,16527882.25,457.9074725370093,0.028969922518960346
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Fear,12901,0.37655995659251223,55978.79696,4.33910526005736,19395677.62,57.33261056825791,0.0028861480406478317
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Greed,7338,0.4647042790951213,243399.51314,33.16973468792587,17601612.08,417.70283082657124,0.013828251187092406
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Neutral,8143,0.34778337222154,27116.682664,3.3300605015350606,13239784.34,54.49023051940736,0.0020481211753634954
